V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
51.326168,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.337345
51.328835,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.337475
51.32609,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.337406
51.326008,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.33735
51.325115,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.337124
51.32587,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.337494
51.328777,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.337215
51.326107,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.337383
51.326195,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.337364
51.32594,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.33743
51.326153,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.33732
51.32616,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.337307
51.325794,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.337524
51.32613,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.33767
51.325974,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.33727
51.328377,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.337708
51.32561,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.33707
51.32567,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.337112
51.329796,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.337185
51.326023,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.337414
51.32622,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.33739
51.326187,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.337574
51.322887,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.34857,51.33764
51.326126,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.3373
51.324932,51.349087,51.349087,51.349087,51.349087,51.349087,51.349083,51.349094,51.349083,51.34909,51.34909,51.34909,51.33694
51.3251,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.3374
51.3293,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.337276
51.326126,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.337685
51.32601,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.33732
51.324913,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.33715
51.32588,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.3491,51.33747
51.32889,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.337204
51.32591,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.337482
51.326107,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.337406
51.326252,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.349224,51.337368
51.3258,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.337482
51.326157,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.337276
51.326084,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.337265
51.32587,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.33742
51.325634,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.33763
51.328396,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.337315
51.326122,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.349174,51.337498
51.328224,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.349113,51.33726
51.32838,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.33741
51.32836,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.34912,51.3374
51.32654,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.337654
51.32596,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.349216,51.337326
51.325962,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.33738
51.32601,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.337357
51.32606,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.33739
51.328476,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.34893,51.338284
51.326168,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.337437
51.326054,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.337387
51.32574,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.33734
51.32583,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.337254
51.328045,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.33728
51.32612,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.337376
51.326035,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.337353
51.32624,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.33731
51.32488,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.349083,51.337337
51.328346,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.349197,51.33758
51.326153,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.337376
51.326145,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.337376
51.328197,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.349228,51.33758
51.329395,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.33722
51.329132,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.33724
51.328423,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.349194,51.33722
51.329407,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.349205,51.337414
51.328773,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.337357
51.32923,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.349155,51.33746
51.327354,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.337097
51.327797,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.34896,51.335228
51.328022,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.348846,51.337536
51.31729,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.3487,51.33616
51.327938,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.349045,51.337116
51.328773,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.33716
51.327408,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.328033
51.325985,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.348614,51.33581
51.32803,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.34879,51.33689
51.32983,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.337166
51.32833,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.349075,51.336796
51.326042,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.337486
51.324875,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.338104
51.32322,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.348625,51.33687
51.32528,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.34841,51.33731
51.324574,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.348446,51.335407
51.328278,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.34926,51.33733
51.325317,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.33783
51.325092,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.337635
51.32606,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.337463
51.324802,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.348835,51.337082
51.32639,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.33766
