V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
21.980158,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.978535,21.980717
21.981035,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.978945,21.980644
21.980095,21.978865,21.978867,21.978865,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978865,21.978865,21.978865,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.978867,21.980583
21.980278,21.978613,21.978642,21.978645,21.97865,21.978657,21.97865,21.978655,21.978645,21.978642,21.978647,21.97865,21.978645,21.978659,21.978657,21.978657,21.978645,21.97865,21.978659,21.978645,21.978645,21.978645,21.978643,21.978653,21.978653,21.97865,21.97865,21.97865,21.97865,21.97865,21.97865,21.978653,21.978647,21.97865,21.978642,21.978647,21.978643,21.978647,21.978645,21.97865,21.97865,21.97865,21.978645,21.978643,21.978645,21.978643,21.97865,21.979637
21.98128,21.979195,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.9792,21.979109
21.97979,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.981096
21.979113,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.97864,21.980856
21.98011,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.978563,21.981003
21.97964,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.979506,21.981277
21.980215,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.97887,21.980696
21.98011,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.978792,21.980753
21.980108,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.980627
21.980112,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.978964,21.980614
21.979416,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.979246,21.980963
21.979252,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.978998,21.980993
21.979729,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.978746,21.980778
21.980867,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.978687,21.980862
21.978792,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.979336,21.981688
21.978306,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.978874,21.981464
21.980112,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.980755
21.980268,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.980331
21.979279,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.978508,21.980886
21.980066,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.978785,21.980862
21.979181,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.978657,21.98078
21.97934,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.978691,21.980864
21.98018,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.97885,21.980413
21.980097,21.978424,21.978449,21.978455,21.978464,21.978458,21.978447,21.978455,21.978458,21.978458,21.978455,21.97846,21.97846,21.978458,21.978458,21.978458,21.978455,21.978455,21.978458,21.978458,21.97845,21.97845,21.978453,21.978456,21.978455,21.978455,21.978456,21.978453,21.97845,21.97845,21.978449,21.978453,21.978456,21.97846,21.978456,21.978455,21.978455,21.978462,21.978455,21.978455,21.978453,21.978453,21.978449,21.978443,21.978443,21.978441,21.97844,21.979979
21.98018,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.97883,21.980412
21.979895,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.979864,21.980867
21.979992,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.979435,21.980766
21.98009,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.979229,21.9809
21.98034,21.978867,21.978876,21.978878,21.97887,21.978872,21.978876,21.978878,21.978878,21.978876,21.978874,21.978874,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978876,21.978878,21.978878,21.978878,21.978878,21.978878,21.978878,21.978876,21.978878,21.978878,21.978878,21.978878,21.979591
21.979351,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.980371
21.98025,21.9798,21.9798,21.979801,21.979801,21.979801,21.979801,21.979801,21.979801,21.979801,21.9798,21.9798,21.979801,21.9798,21.979801,21.9798,21.979801,21.9798,21.979801,21.9798,21.979801,21.979801,21.979801,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.9798,21.980862
21.979237,21.9786,21.978676,21.978716,21.978743,21.97875,21.978765,21.97877,21.97877,21.978767,21.978786,21.978804,21.97878,21.978785,21.978777,21.978786,21.978779,21.978779,21.97879,21.978788,21.978794,21.978798,21.978796,21.978813,21.978783,21.978796,21.978802,21.978807,21.978806,21.978806,21.978811,21.978804,21.9788,21.978802,21.978794,21.978798,21.978802,21.978802,21.978794,21.978794,21.978802,21.978798,21.978798,21.978798,21.978806,21.978811,21.978807,21.981339
21.979696,21.978607,21.978611,21.97861,21.978613,21.978613,21.978615,21.978613,21.978613,21.97861,21.97861,21.978611,21.978611,21.978611,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.97861,21.978607,21.97861,21.978607,21.978607,21.978613,21.97861,21.978607,21.978607,21.97861,21.97861,21.97861,21.978607,21.978607,21.978611,21.978611,21.978611,21.978611,21.978611,21.978611,21.980867
21.980854,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.978882,21.981129
21.98003,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.97889,21.981037
